state,zip_code,locations,active_locations,inactive_locations,unknown_status_locations,kroger_banner_locations,brands
CO,80033,1,1,0,0,0,1
CO,80102,1,1,0,0,0,1
CO,80104,1,1,0,0,0,1
CO,80113,1,1,0,0,0,1
CO,80120,1,1,0,0,0,1
CO,80123,1,1,0,0,0,1
CO,80127,1,1,0,0,0,1
CO,80129,1,1,0,0,0,1
CO,80130,1,1,0,0,0,1
CO,80202,1,1,0,0,0,1
CO,80204,1,1,0,0,0,1
CO,80207,1,1,0,0,0,1
CO,80212,1,1,0,0,0,1
CO,80214,1,1,0,0,0,1
CO,80215,1,1,0,0,0,1
CO,80218,1,1,0,0,0,1
CO,80220,1,1,0,0,0,1
CO,80224,1,1,0,0,0,1
CO,80226,1,1,0,0,0,1
CO,80228,1,1,0,0,0,1
CO,80232,1,1,0,0,0,1
CO,80238,1,1,0,0,0,1
CO,80246,1,1,0,0,0,1
CO,80249,1,1,0,0,0,1
CO,80305,1,1,0,0,0,1
CO,80401,1,1,0,0,0,1
CO,80424,1,1,0,0,0,1
CO,80433,1,1,0,0,0,1
CO,80435,1,1,0,0,0,1
CO,80439,1,1,0,0,0,1
CO,80446,1,1,0,0,0,1
CO,80487,1,1,0,0,0,1
CO,80516,1,1,0,0,0,1
CO,80521,1,1,0,0,0,1
CO,80524,1,1,0,0,0,1
CO,80537,1,1,0,0,0,1
CO,80538,1,1,0,0,0,1
CO,80550,1,1,0,0,0,1
CO,80631,1,1,0,0,0,1
CO,80817,1,1,0,0,0,1
CO,80831,1,1,0,0,0,1
CO,80863,1,1,0,0,0,1
CO,80904,1,1,0,0,0,1
CO,80906,1,1,0,0,0,1
CO,80907,1,1,0,0,0,1
CO,80916,1,1,0,0,0,1
CO,80923,1,1,0,0,0,1
CO,80951,1,1,0,0,0,1
CO,81005,1,1,0,0,0,1
CO,81008,1,1,0,0,0,1
CO,81101,1,1,0,0,0,1
CO,81147,1,1,0,0,0,1
CO,81211,1,1,0,0,0,1
CO,81212,1,1,0,0,0,1
CO,81230,1,1,0,0,0,1
CO,81321,1,1,0,0,0,1
CO,81416,1,1,0,0,0,1
CO,81419,1,1,0,0,0,1
CO,81501,1,1,0,0,0,1
CO,81503,1,1,0,0,0,1
CO,81504,1,1,0,0,0,1
CO,81505,1,1,0,0,0,1
CO,81521,1,1,0,0,0,1
CO,81601,1,1,0,0,0,1
CO,81620,1,1,0,0,0,1
CO,81625,1,1,0,0,0,1
CO,81631,1,1,0,0,0,1
CO,81647,1,1,0,0,0,1
CO,81650,1,1,0,0,0,1
CO,81657,1,1,0,0,0,1
DC,20002,1,1,0,0,0,1
DC,20003,1,1,0,0,0,1
DC,20009,1,1,0,0,0,1
DE,19966,1,1,0,0,0,1
DE,19975,1,1,0,0,0,1
FL,32034,1,1,0,0,0,1
GA,30013,1,1,0,0,1,1
GA,30014,1,1,0,0,1,1
GA,30017,1,1,0,0,1,1
GA,30033,1,1,0,0,1,1
GA,30034,1,1,0,0,1,1
GA,30035,1,1,0,0,1,1
GA,30039,1,1,0,0,1,1
GA,30044,1,1,0,0,1,1
GA,30045,1,1,0,0,1,1
GA,30046,1,1,0,0,1,1
GA,30058,1,1,0,0,1,1
GA,30067,1,1,0,0,1,1
GA,30068,1,1,0,0,1,1
GA,30076,1,1,0,0,1,1
GA,30078,1,1,0,0,1,1
GA,30080,1,1,0,0,1,1
GA,30087,1,1,0,0,1,1
GA,30088,1,1,0,0,1,1
GA,30093,1,1,0,0,1,1
GA,30097,1,1,0,0,1,1
GA,30102,1,1,0,0,1,1
GA,30114,1,1,0,0,1,1
GA,30117,1,1,0,0,1,1
GA,30121,1,1,0,0,1,1
GA,30122,1,1,0,0,1,1
GA,30125,1,1,0,0,1,1
GA,30126,1,1,0,0,1,1
GA,30143,1,1,0,0,1,1
GA,30144,1,1,0,0,1,1
GA,30161,1,1,0,0,1,1
GA,30189,1,1,0,0,1,1
GA,30223,1,1,0,0,1,1
GA,30241,1,1,0,0,1,1
GA,30252,1,1,0,0,1,1
GA,30253,1,1,0,0,1,1
GA,30260,1,1,0,0,1,1
GA,30263,1,1,0,0,1,1
GA,30274,1,1,0,0,1,1
GA,30291,1,1,0,0,1,1
GA,30294,1,1,0,0,1,1
GA,30297,1,1,0,0,1,1
GA,30307,1,1,0,0,1,1
GA,30310,1,1,0,0,1,1
GA,30315,1,1,0,0,1,1
GA,30318,1,1,0,0,1,1
GA,30319,1,1,0,0,1,1
GA,30324,1,1,0,0,1,1
GA,30328,1,1,0,0,1,1
GA,30329,1,1,0,0,1,1
GA,30338,1,1,0,0,1,1
GA,30339,1,1,0,0,1,1
GA,30341,1,1,0,0,1,1
GA,30342,1,1,0,0,1,1
GA,30349,1,1,0,0,1,1
GA,30350,1,1,0,0,1,1
GA,30501,1,1,0,0,1,1
GA,30506,1,1,0,0,1,1
GA,30518,1,1,0,0,1,1
GA,30519,1,1,0,0,1,1
GA,30534,1,1,0,0,1,1
GA,30548,1,1,0,0,1,1
GA,30549,1,1,0,0,1,1
GA,30566,1,1,0,0,1,1
GA,30601,1,1,0,0,1,1
GA,30605,1,1,0,0,1,1
GA,30620,1,1,0,0,1,1
GA,30701,1,1,0,0,1,1
GA,30720,1,1,0,0,1,1
GA,30721,1,1,0,0,1,1
GA,30809,1,1,0,0,1,1
GA,30813,1,1,0,0,1,1
GA,30907,1,1,0,0,1,1
GA,31005,1,1,0,0,1,1
GA,31021,1,1,0,0,1,1
GA,31061,1,1,0,0,1,1
GA,31069,1,1,0,0,1,1
GA,31088,1,1,0,0,1,1
GA,31093,1,1,0,0,1,1
GA,31206,1,1,0,0,1,1
GA,31211,1,1,0,0,1,1
GA,31216,1,1,0,0,1,1
GA,31313,1,1,0,0,1,1
GA,31324,1,1,0,0,1,1
GA,31326,1,1,0,0,1,1
GA,31401,1,1,0,0,1,1
GA,31404,1,1,0,0,1,1
GA,31405,1,1,0,0,1,1
GA,31410,1,1,0,0,1,1
GA,31501,1,1,0,0,1,1
GA,31522,1,1,0,0,0,1
ID,83201,1,1,0,0,0,1
ID,83202,1,1,0,0,0,1
ID,83318,1,1,0,0,0,1
ID,83401,1,1,0,0,0,1
ID,83642,1,1,0,0,0,1
ID,83646,1,1,0,0,0,1
ID,83651,1,1,0,0,0,1
ID,83709,1,1,0,0,0,1
ID,83714,1,1,0,0,0,1
ID,83815,1,1,0,0,0,1
IL,60004,1,1,0,0,0,1
IL,60014,1,1,0,0,0,1
IL,60015,1,1,0,0,0,1
IL,60016,1,1,0,0,0,1
IL,60025,1,1,0,0,0,1
IL,60047,1,1,0,0,0,1
IL,60061,1,1,0,0,0,1
IL,60062,1,1,0,0,0,1
IL,60067,1,1,0,0,0,1
IL,60068,1,1,0,0,0,1
IL,60076,1,1,0,0,0,1
IL,60126,1,1,0,0,0,1
IL,60148,1,1,0,0,0,1
IL,60154,1,1,0,0,0,1
IL,60169,1,1,0,0,0,1
IL,60187,1,1,0,0,0,1
IL,60202,1,1,0,0,0,1
IL,60403,1,1,0,0,0,1
IL,60404,1,1,0,0,0,1
IL,60411,1,1,0,0,0,1
IL,60419,1,1,0,0,0,1
IL,60423,1,1,0,0,0,1
IL,60453,1,1,0,0,0,1
IL,60462,1,1,0,0,0,1
IL,60504,1,1,0,0,0,1
IL,60540,1,1,0,0,0,1
IL,60558,1,1,0,0,0,1
IL,60559,1,1,0,0,0,1
IL,60601,1,1,0,0,0,1
IL,60608,1,1,0,0,0,1
IL,60610,1,1,0,0,0,1
IL,60614,1,1,0,0,0,1
IL,60616,1,1,0,0,0,1
IL,60618,1,1,0,0,0,1
IL,60620,1,1,0,0,0,1
IL,60622,1,1,0,0,0,1
IL,60630,1,1,0,0,0,1
IL,60636,1,1,0,0,0,1
IL,60639,1,1,0,0,0,1
IL,60653,1,1,0,0,0,1
IL,60657,1,1,0,0,0,1
IL,60661,1,1,0,0,0,1
IL,60706,1,1,0,0,0,1
IL,60803,1,1,0,0,0,1
IL,60804,1,1,0,0,0,1
IL,60805,1,1,0,0,0,1
IL,60914,1,1,0,0,1,1
IL,61081,1,1,0,0,1,1
IL,61364,1,1,0,0,1,1
IL,61520,1,1,0,0,1,1
IL,61523,1,1,0,0,1,1
IL,61550,1,1,0,0,1,1
IL,61554,1,1,0,0,1,1
IL,61571,1,1,0,0,1,1
IL,61607,1,1,0,0,1,1
IL,61611,1,1,0,0,1,1
IL,61614,1,1,0,0,1,1
IL,61615,1,1,0,0,1,1
IL,61761,1,1,0,0,1,1
IL,61821,1,1,0,0,0,1
IL,61832,1,1,0,0,0,1
IL,61920,1,1,0,0,0,1
IL,62035,1,1,0,0,0,1
IL,62040,1,1,0,0,0,1
IL,62208,1,1,0,0,0,1
IL,62234,1,1,0,0,0,1
IL,62249,1,1,0,0,0,1
IL,62263,1,1,0,0,1,1
IL,62450,1,1,0,0,0,1
IL,62454,1,1,0,0,0,1
IL,62526,1,1,0,0,1,1
IL,62568,1,1,0,0,1,1
IL,62702,1,1,0,0,0,1
IL,62864,1,1,0,0,1,1
IL,62896,1,1,0,0,1,1
IL,62901,1,1,0,0,1,1
IL,62906,1,1,0,0,1,1
IL,62946,1,1,0,0,1,1
IL,62948,1,1,0,0,1,1
IL,62959,1,1,0,0,1,1
IL,62966,1,1,0,0,1,1
IN,46012,1,1,0,0,0,1
IN,46013,1,1,0,0,0,1
IN,46016,1,1,0,0,0,1
IN,46032,1,1,0,0,1,1
IN,46038,1,1,0,0,1,1
IN,46041,1,1,0,0,0,1
IN,46052,1,1,0,0,1,1
IN,46062,1,1,0,0,1,1
IN,46112,1,1,0,0,1,1
IN,46122,1,1,0,0,1,1
IN,46123,1,1,0,0,1,1
IN,46124,1,1,0,0,0,1
IN,46131,1,1,0,0,1,1
IN,46135,1,1,0,0,1,1
IN,46140,1,1,0,0,1,1
IN,46142,1,1,0,0,1,1
IN,46151,1,1,0,0,1,1
IN,46158,1,1,0,0,1,1
IN,46168,1,1,0,0,1,1
IN,46173,1,1,0,0,1,1
IN,46176,1,1,0,0,1,1
IN,46201,1,1,0,0,1,1
IN,46202,1,1,0,0,1,1
IN,46203,1,1,0,0,1,1
IN,46204,1,1,0,0,1,1
IN,46214,1,1,0,0,1,1
IN,46217,1,1,0,0,1,1
IN,46219,1,1,0,0,1,1
IN,46221,1,1,0,0,1,1
IN,46222,1,1,0,0,1,1
IN,46224,1,1,0,0,1,1
IN,46229,1,1,0,0,1,1
IN,46235,1,1,0,0,1,1
IN,46236,1,1,0,0,1,1
IN,46240,1,1,0,0,1,1
IN,46241,1,1,0,0,1,1
IN,46256,1,1,0,0,1,1
IN,46259,1,1,0,0,1,1
IN,46320,1,1,0,0,0,1
IN,46350,1,1,0,0,1,1
IN,46410,1,1,0,0,0,1
IN,46517,1,1,0,0,1,1
IN,46526,1,1,0,0,1,1
IN,46544,1,1,0,0,1,1
IN,46545,1,1,0,0,1,1
IN,46563,1,1,0,0,1,1
IN,46580,1,1,0,0,1,1
IN,46614,1,1,0,0,1,1
IN,46706,1,1,0,0,1,1
IN,46714,1,1,0,0,1,1
IN,46725,1,1,0,0,1,1
IN,46733,1,1,0,0,1,1
IN,46750,1,1,0,0,1,1
IN,46755,1,1,0,0,1,1
IN,46767,1,1,0,0,1,1
IN,46774,1,1,0,0,1,1
IN,46804,1,1,0,0,1,1
IN,46805,1,1,0,0,1,1
IN,46806,1,1,0,0,1,1
IN,46808,1,1,0,0,1,1
IN,46809,1,1,0,0,1,1
IN,46814,1,1,0,0,1,1
IN,46815,1,1,0,0,1,1
IN,46825,1,1,0,0,1,1
IN,46835,1,1,0,0,1,1
IN,46901,1,1,0,0,1,1
IN,46902,1,1,0,0,1,1
IN,46947,1,1,0,0,0,1
IN,46952,1,1,0,0,0,1
IN,46970,1,1,0,0,1,1
IN,46975,1,1,0,0,1,1
IN,46992,1,1,0,0,1,1
IN,47006,1,1,0,0,1,1
IN,47025,1,1,0,0,1,1
IN,47031,1,1,0,0,0,1
IN,47037,1,1,0,0,0,1
IN,47111,1,1,0,0,0,1
IN,47112,1,1,0,0,0,1
IN,47118,1,1,0,0,0,1
IN,47119,1,1,0,0,0,1
IN,47129,1,1,0,0,1,1
IN,47130,1,1,0,0,1,1
IN,47170,1,1,0,0,0,1
IN,47172,1,1,0,0,0,1
IN,47220,1,1,0,0,0,1
IN,47250,1,1,0,0,1,1
IN,47265,1,1,0,0,0,1
IN,47331,1,1,0,0,1,1
IN,47362,1,1,0,0,1,1
IN,47374,1,1,0,0,1,1
IN,47404,1,1,0,0,1,1
IN,47421,1,1,0,0,0,1
IN,47424,1,1,0,0,0,1
IN,47446,1,1,0,0,0,1
IN,47469,1,1,0,0,0,1
IN,47501,1,1,0,0,0,1
IN,47546,1,1,0,0,0,1
IN,47553,1,1,0,0,0,1
IN,47562,1,1,0,0,0,1
IN,47567,1,1,0,0,0,1
IN,47591,1,1,0,0,0,1
IN,47630,1,1,0,0,0,1
IN,47670,1,1,0,0,0,1
IN,47710,1,1,0,0,0,1
IN,47711,1,1,0,0,0,1
IN,47715,1,1,0,0,0,1
IN,47802,1,1,0,0,1,1
IN,47803,1,1,0,0,1,1
IN,47804,1,1,0,0,1,1
IN,47834,1,1,0,0,1,1
IN,47904,1,1,0,0,0,1
IN,47905,1,1,0,0,0,1
IN,47906,1,1,0,0,0,1
IN,47909,1,1,0,0,0,1
IN,47933,1,1,0,0,1,1
IN,47960,1,1,0,0,1,1
KS,66044,1,1,0,0,0,1
KS,66046,1,1,0,0,0,1
KS,66048,1,1,0,0,0,1
KS,66441,1,1,0,0,0,1
KS,66604,1,1,0,0,0,1
KS,66605,1,1,0,0,0,1
KS,66618,1,1,0,0,0,1
KS,66762,1,1,0,0,0,1
KS,66801,1,1,0,0,0,1
KS,67002,1,1,0,0,0,1
KS,67005,1,1,0,0,0,1
KS,67010,1,1,0,0,0,1
KS,67042,1,1,0,0,0,1
KS,67054,1,1,0,0,0,1
KS,67110,1,1,0,0,0,1
KS,67124,1,1,0,0,0,1
KS,67152,1,1,0,0,0,1
KS,67156,1,1,0,0,0,1
KS,67205,1,1,0,0,0,1
KS,67206,1,1,0,0,0,1
KS,67207,1,1,0,0,0,1
KS,67214,1,1,0,0,0,1
KS,67216,1,1,0,0,0,1
KS,67217,1,1,0,0,0,1
KS,67218,1,1,0,0,0,1
KS,67220,1,1,0,0,0,1
KS,67226,1,1,0,0,0,1
KS,67235,1,1,0,0,0,1
KS,67460,1,1,0,0,0,1
KS,67502,1,1,0,0,0,1
KS,67550,1,1,0,0,0,1
KS,67579,1,1,0,0,0,1
KS,67701,1,1,0,0,0,1
KS,67801,1,1,0,0,0,1
KS,67901,1,1,0,0,0,1
KY,40004,1,1,0,0,1,1
KY,40033,1,1,0,0,1,1
KY,40047,1,1,0,0,1,1
KY,40059,1,1,0,0,1,1
KY,40065,1,1,0,0,1,1
KY,40108,1,1,0,0,1,1
KY,40165,1,1,0,0,1,1
KY,40205,1,1,0,0,1,1
KY,40206,1,1,0,0,1,1
KY,40207,1,1,0,0,1,1
KY,40208,1,1,0,0,1,1
KY,40211,1,1,0,0,1,1
KY,40212,1,1,0,0,1,1
KY,40213,1,1,0,0,1,1
KY,40214,1,1,0,0,1,1
KY,40216,1,1,0,0,1,1
KY,40217,1,1,0,0,1,1
KY,40219,1,1,0,0,1,1
KY,40220,1,1,0,0,1,1
KY,40222,1,1,0,0,1,1
KY,40223,1,1,0,0,1,1
KY,40228,1,1,0,0,1,1
KY,40229,1,1,0,0,1,1
KY,40243,1,1,0,0,1,1
KY,40245,1,1,0,0,1,1
KY,40258,1,1,0,0,1,1
KY,40272,1,1,0,0,1,1
KY,40291,1,1,0,0,1,1
KY,40324,1,1,0,0,1,1
KY,40330,1,1,0,0,1,1
KY,40342,1,1,0,0,1,1
KY,40351,1,1,0,0,1,1
KY,40353,1,1,0,0,1,1
KY,40380,1,1,0,0,1,1
KY,40383,1,1,0,0,1,1
KY,40391,1,1,0,0,1,1
KY,40422,1,1,0,0,1,1
KY,40475,1,1,0,0,1,1
KY,40503,1,1,0,0,1,1
KY,40504,1,1,0,0,1,1
KY,40505,1,1,0,0,1,1
KY,40509,1,1,0,0,1,1
KY,40513,1,1,0,0,1,1
KY,40514,1,1,0,0,1,1
KY,40515,1,1,0,0,1,1
KY,40517,1,1,0,0,1,1
KY,40965,1,1,0,0,1,1
KY,41005,1,1,0,0,1,1
KY,41008,1,1,0,0,1,1
KY,41011,1,1,0,0,1,1
KY,41015,1,1,0,0,1,1
KY,41017,1,1,0,0,1,1
KY,41018,1,1,0,0,1,1
KY,41031,1,1,0,0,0,1
KY,41048,1,1,0,0,1,1
KY,41056,1,1,0,0,1,1
KY,41073,1,1,0,0,1,1
KY,41091,1,1,0,0,1,1
KY,41094,1,1,0,0,1,1
KY,41097,1,1,0,0,0,1
KY,42001,1,1,0,0,1,1
KY,42066,1,1,0,0,0,1
KY,42071,1,1,0,0,1,1
KY,42101,1,1,0,0,1,1
KY,42141,1,1,0,0,0,1
KY,42240,1,1,0,0,1,1
KY,42276,1,1,0,0,0,1
KY,42303,1,1,0,0,1,1
KY,42367,1,1,0,0,1,1
KY,42420,1,1,0,0,0,1
KY,42431,1,1,0,0,1,1
KY,42445,1,1,0,0,0,1
KY,42642,1,1,0,0,1,1
KY,42653,1,1,0,0,1,1
KY,42718,1,1,0,0,1,1
LA,70605,1,1,0,0,1,1
LA,70663,1,1,0,0,1,1
LA,71105,1,1,0,0,1,1
LA,71106,1,1,0,0,1,1
LA,71111,1,1,0,0,1,1
LA,71118,1,1,0,0,1,1
LA,71301,1,1,0,0,1,1
MD,20707,1,1,0,0,0,1
MD,20715,1,1,0,0,0,1
MD,20754,1,1,0,0,0,1
MD,20759,1,1,0,0,0,1
MD,20814,1,1,0,0,0,1
MD,20832,1,1,0,0,0,1
MD,20854,1,1,0,0,0,1
MD,20874,1,1,0,0,0,1
MD,20878,1,1,0,0,0,1
MD,21042,1,1,0,0,0,1
MD,21046,1,1,0,0,0,1
MD,21146,1,1,0,0,0,1
MD,21224,1,1,0,0,0,1
MD,21230,1,1,0,0,0,1
MD,21601,1,1,0,0,0,1
MI,48001,1,1,0,0,1,1
MI,48009,1,1,0,0,1,1
MI,48030,1,1,0,0,1,1
MI,48038,1,1,0,0,1,1
MI,48042,1,1,0,0,1,1
MI,48044,1,1,0,0,1,1
MI,48045,1,1,0,0,1,1
MI,48047,1,1,0,0,1,1
MI,48062,1,1,0,0,1,1
MI,48067,1,1,0,0,1,1
MI,48076,1,1,0,0,1,1
MI,48083,1,1,0,0,1,1
MI,48084,1,1,0,0,1,1
MI,48085,1,1,0,0,1,1
MI,48089,1,1,0,0,1,1
MI,48095,1,1,0,0,1,1
MI,48098,1,1,0,0,1,1
MI,48103,1,1,0,0,1,1
MI,48104,1,1,0,0,1,1
MI,48105,1,1,0,0,1,1
MI,48116,1,1,0,0,1,1
MI,48124,1,1,0,0,1,1
MI,48126,1,1,0,0,1,1
MI,48127,1,1,0,0,1,1
MI,48131,1,1,0,0,1,1
MI,48134,1,1,0,0,1,1
MI,48138,1,1,0,0,1,1
MI,48144,1,1,0,0,1,1
MI,48146,1,1,0,0,1,1
MI,48152,1,1,0,0,1,1
MI,48154,1,1,0,0,1,1
MI,48160,1,1,0,0,1,1
MI,48161,1,1,0,0,1,1
MI,48162,1,1,0,0,1,1
MI,48167,1,1,0,0,1,1
MI,48168,1,1,0,0,1,1
MI,48169,1,1,0,0,1,1
MI,48174,1,1,0,0,1,1
MI,48180,1,1,0,0,1,1
MI,48183,1,1,0,0,1,1
MI,48187,1,1,0,0,1,1
MI,48188,1,1,0,0,1,1
MI,48195,1,1,0,0,1,1
MI,48198,1,1,0,0,1,1
MI,48220,1,1,0,0,1,1
MI,48225,1,1,0,0,1,1
MI,48230,1,1,0,0,1,1
MI,48236,1,1,0,0,1,1
MI,48237,1,1,0,0,1,1
MI,48301,1,1,0,0,1,1
MI,48302,1,1,0,0,1,1
MI,48306,1,1,0,0,1,1
MI,48307,1,1,0,0,1,1
MI,48313,1,1,0,0,1,1
MI,48314,1,1,0,0,1,1
MI,48315,1,1,0,0,1,1
MI,48323,1,1,0,0,1,1
MI,48327,1,1,0,0,1,1
MI,48331,1,1,0,0,1,1
MI,48336,1,1,0,0,1,1
MI,48348,1,1,0,0,1,1
MI,48359,1,1,0,0,1,1
MI,48362,1,1,0,0,1,1
MI,48374,1,1,0,0,1,1
MI,48381,1,1,0,0,1,1
MI,48382,1,1,0,0,1,1
MI,48386,1,1,0,0,1,1
MI,48423,1,1,0,0,1,1
MI,48430,1,1,0,0,1,1
MI,48433,1,1,0,0,1,1
MI,48439,1,1,0,0,1,1
MI,48444,1,1,0,0,1,1
MI,48446,1,1,0,0,1,1
MI,48458,1,1,0,0,1,1
MI,48473,1,1,0,0,1,1
MI,48506,1,1,0,0,1,1
MI,48529,1,1,0,0,1,1
MI,48603,1,1,0,0,1,1
MI,48640,1,1,0,0,1,1
MI,48706,1,1,0,0,1,1
MI,48722,1,1,0,0,1,1
MI,48732,1,1,0,0,1,1
MI,48734,1,1,0,0,1,1
MI,48823,1,1,0,0,1,1
MI,48842,1,1,0,0,1,1
MI,48864,1,1,0,0,1,1
MI,48867,1,1,0,0,1,1
MI,48879,1,1,0,0,1,1
MI,48910,1,1,0,0,1,1
MI,48912,1,1,0,0,1,1
MI,48917,1,1,0,0,1,1
MI,49202,1,1,0,0,1,1
MI,49242,1,1,0,0,1,1
MO,63074,1,1,0,0,0,1
MO,63137,1,1,0,0,0,1
MO,63301,1,1,0,0,0,1
MO,63379,1,1,0,0,1,1
MO,63703,1,1,0,0,0,1
MO,63801,1,1,0,0,0,1
MO,63901,1,1,0,0,1,1
MO,65020,1,1,0,0,0,1
MO,65026,1,1,0,0,0,1
MO,65101,1,1,0,0,0,1
MO,65109,1,1,0,0,0,1
MO,65202,1,1,0,0,0,1
MO,65203,1,1,0,0,0,1
MO,65401,1,1,0,0,1,1
MS,38606,1,1,0,0,1,1
MS,38632,1,1,0,0,1,1
MS,38654,1,1,0,0,1,1
MS,38655,1,1,0,0,1,1
MS,38671,1,1,0,0,1,1
MS,38672,1,1,0,0,1,1
MS,38701,1,1,0,0,1,1
MS,38732,1,1,0,0,1,1
MS,38801,1,1,0,0,1,1
MS,38804,1,1,0,0,1,1
MS,38834,1,1,0,0,1,1
MS,39042,1,1,0,0,1,1
MS,39047,1,1,0,0,1,1
MS,39056,1,1,0,0,1,1
MS,39157,1,1,0,0,1,1
MS,39180,1,1,0,0,1,1
MS,39208,1,1,0,0,1,1
MS,39211,1,1,0,0,1,1
MS,39218,1,1,0,0,1,1
MS,39272,1,1,0,0,1,1
MS,39440,1,1,0,0,1,1
MS,39705,1,1,0,0,1,1
MS,39759,1,1,0,0,1,1
MT,59404,1,1,0,0,0,1
MT,59718,1,1,0,0,0,1
MT,59901,1,1,0,0,0,1
MT,59912,1,1,0,0,0,1
NC,27012,1,1,0,0,0,1
NC,27104,1,1,0,0,0,1
NC,27215,1,1,0,0,0,1
NC,27262,1,1,0,0,0,1
NC,27265,1,1,0,0,0,1
NC,27284,1,1,0,0,0,1
NC,27407,1,1,0,0,0,1
NC,27408,1,1,0,0,0,1
NC,27455,1,1,0,0,0,1
NC,27510,1,1,0,0,0,1
NC,27526,1,1,0,0,0,1
NC,27527,1,1,0,0,0,1
NC,27534,1,1,0,0,0,1
NC,27539,1,1,0,0,0,1
NC,27603,1,1,0,0,0,1
NC,27605,1,1,0,0,0,1
NC,27608,1,1,0,0,0,1
NC,27614,1,1,0,0,0,1
NC,27615,1,1,0,0,0,1
NC,27617,1,1,0,0,0,1
NC,27704,1,1,0,0,0,1
NC,27713,1,1,0,0,0,1
NC,27801,1,1,0,0,0,1
NC,27834,1,1,0,0,0,1
NC,27858,1,1,0,0,0,1
NC,27896,1,1,0,0,0,1
NC,27927,1,1,0,0,0,1
NC,27948,1,1,0,0,0,1
NC,27949,1,1,0,0,0,1
NC,28012,1,1,0,0,0,1
NC,28037,1,1,0,0,0,1
NC,28054,1,1,0,0,0,1
NC,28075,1,1,0,0,0,1
NC,28079,1,1,0,0,0,1
NC,28144,1,1,0,0,0,1
NC,28173,1,1,0,0,0,1
NC,28202,1,1,0,0,0,1
NC,28203,1,1,0,0,0,1
NC,28205,1,1,0,0,0,1
NC,28207,1,1,0,0,0,1
NC,28210,1,1,0,0,0,1
NC,28213,1,1,0,0,0,1
NC,28215,1,1,0,0,0,1
NC,28216,1,1,0,0,0,1
NC,28227,1,1,0,0,0,1
NC,28262,1,1,0,0,0,1
NC,28270,1,1,0,0,0,1
NC,28303,1,1,0,0,0,1
NC,28306,1,1,0,0,0,1
NC,28315,1,1,0,0,0,1
NC,28327,1,1,0,0,0,1
NC,28374,1,1,0,0,0,1
NC,28405,1,1,0,0,0,1
NC,28411,1,1,0,0,0,1
NC,28443,1,1,0,0,0,1
NC,28451,1,1,0,0,0,1
NC,28557,1,1,0,0,0,1
NC,28607,1,1,0,0,0,1
NC,28792,1,1,0,0,0,1
NC,28801,1,1,0,0,0,1
NE,68005,1,1,0,0,0,1
NE,68025,1,1,0,0,0,1
NE,68106,1,1,0,0,0,1
NE,68112,1,1,0,0,0,1
NE,68123,1,1,0,0,0,1
NE,68130,1,1,0,0,0,1
NE,68144,1,1,0,0,0,1
NE,68154,1,1,0,0,0,1
NE,68164,1,1,0,0,0,1
NM,87015,1,1,0,0,0,1
NM,87020,1,1,0,0,0,1
NM,87031,1,1,0,0,0,1
NM,87105,1,1,0,0,0,1
NM,87106,1,1,0,0,0,1
NM,87107,1,1,0,0,0,1
NM,87113,1,1,0,0,0,1
NM,87114,1,1,0,0,0,1
NM,87120,1,1,0,0,0,1
NM,87121,1,1,0,0,0,1
NM,87123,1,1,0,0,0,1
NM,87124,1,1,0,0,0,1
NM,87401,1,1,0,0,0,1
NM,87505,1,1,0,0,0,1
NM,87544,1,1,0,0,0,1
NM,87547,1,1,0,0,0,1
NM,87571,1,1,0,0,0,1
NV,89011,1,1,0,0,0,1
NV,89012,1,1,0,0,0,1
NV,89015,1,1,0,0,0,1
NV,89027,1,1,0,0,0,1
NV,89030,1,1,0,0,0,1
NV,89032,1,1,0,0,0,1
NV,89048,1,1,0,0,0,1
NV,89052,1,1,0,0,0,1
NV,89074,1,1,0,0,0,1
NV,89081,1,1,0,0,0,1
NV,89084,1,1,0,0,0,1
NV,89102,1,1,0,0,0,1
NV,89104,1,1,0,0,0,1
NV,89106,1,1,0,0,0,1
NV,89109,1,1,0,0,0,1
NV,89113,1,1,0,0,0,1
NV,89121,1,1,0,0,0,1
NV,89128,1,1,0,0,0,1
NV,89139,1,1,0,0,0,1
NV,89141,1,1,0,0,0,1
NV,89149,1,1,0,0,0,1
NV,89166,1,1,0,0,0,1
NV,89183,1,1,0,0,0,1
NV,89403,1,1,0,0,0,1
NV,89410,1,1,0,0,0,1
NV,89434,1,1,0,0,0,1
NV,89506,1,1,0,0,0,1
NV,89521,1,1,0,0,0,1
NV,89701,1,1,0,0,0,1
NV,89801,1,1,0,0,0,1
NV,89883,1,1,0,0,0,1
OH,43017,1,1,0,0,1,1
OH,43025,1,1,0,0,1,1
OH,43031,1,1,0,0,1,1
OH,43035,1,1,0,0,1,1
OH,43040,1,1,0,0,1,1
OH,43050,1,1,0,0,1,1
OH,43054,1,1,0,0,1,1
OH,43055,1,1,0,0,1,1
OH,43056,1,1,0,0,1,1
OH,43062,1,1,0,0,1,1
OH,43064,1,1,0,0,1,1
OH,43074,1,1,0,0,1,1
OH,43078,1,1,0,0,1,1
OH,43082,1,1,0,0,1,1
OH,43113,1,1,0,0,1,1
OH,43119,1,1,0,0,1,1
OH,43125,1,1,0,0,1,1
OH,43138,1,1,0,0,1,1
OH,43140,1,1,0,0,1,1
